abs,brand,compression_ratio,coupe_type,cylinder_bore,doors,fuel_tank_volume,fuel_type,generation,kerb_weight,model,number_of_cylinders,number_of_gears,number_of_valves_per_cylinder,piston_stroke,position_of_cylinders,power,seats,torque,wheelbase,hashtags,sentiment
1,Volkswagen,5,5,3,5,3,0,Tayron,4,Tayron,4,7,4,3,1,4,5,4,5,#volkswagentayron|#tayron|#vtayron|#tayrontayron|#volkswagentayrontayron|#vtayrontayron,0
1,Volkswagen,5,5,2,5,1,0,T-Roc,5,T-Roc,4,7,4,2,1,3,5,3,2,#volkswagentroc|#troc|#vtroc|#troctroc|#volkswagentroctroc|#vtroctroc,0.298912338
1,Volkswagen,5,5,3,5,3,0,Tharu,4,Tharu,4,7,4,3,1,4,5,4,4,#volkswagentharu|#tharu|#vtharu|#tharutharu|#volkswagentharutharu|#vtharutharu,0
1,Volkswagen,5,5,3,5,3,0,Tiguan II,0,Tiguan,4,7,4,3,1,4,5,4,4,#volkswagentiguan|#tiguan|#vtiguan|#tiguantiguan|#volkswagentiguantiguan|#vtiguantiguan,0.158170996
1,Volkswagen,6,7,3,5,3,1,Touran II,0,Touran,4,6,4,3,1,3,5,4,5,#volkswagentouran|#touran|#vtouran|#tourantouran|#volkswagentourantouran|#vtourantouran,0.121022727
1,Volkswagen,5,1,1,4,0,0,Cross Up! (facelift 2016),2,Up!,3,5,4,1,1,1,4,1,1,#volkswagenup|#up|#vup|#upcross|#volkswagenupcross|#vupcross,0
1,Volkswagen,6,1,2,5,1,1,Golf VII (facelift 2016),5,Golf,4,6,4,2,1,3,5,4,3,#volkswagengolf|#golf|#vgolf|#golfgolf|#volkswagengolfgolf|#vgolfgolf,0.328484848
1,Volkswagen,5,0,2,4,1,0,Lamando,2,Lamando,4,7,4,2,1,3,5,3,3,#volkswagenlamando|#lamando|#vlamando|#lamandolamando|#volkswagenlamandolamando|#vlamandolamando,0
1,Volkswagen,2,0,0,4,1,0,Jetta VII,2,Jetta,4,8,4,1,1,3,5,3,4,#volkswagenjetta|#jetta|#vjetta|#jettajetta|#volkswagenjettajetta|#vjettajetta,0.417708333
1,Volkswagen,6,7,5,5,6,0,Multivan (T6) Long,0,Multivan,4,7,4,4,1,4,5,4,2,#volkswagenmultivan|#multivan|#vmultivan|#multivanmultivan|#volkswagenmultivanmultivan|#vmultivanmultivan,-0.0625
1,Volkswagen,5,2,4,5,4,0,Passat Variant (B8),0,Passat,4,6,4,3,1,4,5,4,5,#volkswagenpassat|#passat|#vpassat|#passatpassat|#volkswagenpassatpassat|#vpassatpassat,0.214994589
1,Volkswagen,6,0,3,4,5,0,Phideon,6,Phideon,6,7,4,5,2,5,5,6,2,#volkswagenphideon|#phideon|#vphideon|#phideonphideon|#volkswagenphideonphideon|#vphideonphideon,0
1,Volkswagen,3,1,2,5,3,0,Polo VI,1,Polo,4,5,4,0,1,5,5,5,2,#volkswagenpolo|#polo|#vpolo|#polopolo|#volkswagenpolopolo|#vpolopolo,0.513333333
1,Volkswagen,5,0,1,4,1,1,Ameo,1,Ameo,4,5,4,1,1,1,5,3,1,#volkswagenameo|#ameo|#vameo|#ameoameo|#volkswagenameoameo|#vameoameo,0.184472656
1,Volvo,4,2,3,5,4,0,XC70 III,5,XC70,6,6,4,1,1,4,5,4,5,#volvoxc70|#xc70|#vxc70|#xc70xc70|#volvoxc70xc70|#vxc70xc70,0
1,Volvo,1,5,2,5,4,0,XC60 I (2013 facelift),5,XC60,6,6,4,6,1,5,5,6,5,#volvoxc60|#xc60|#vxc60|#xc60xc60|#volvoxc60xc60|#vxc60xc60,0.409833333
1,Volvo,3,5,5,5,6,0,XC90 (facelift 2007),6,XC90,8,6,4,4,2,6,7,6,6,#volvoxc90|#xc90|#vxc90|#xc90xc90|#volvoxc90xc90|#vxc90xc90,0.613787879
1,Volkswagen,2,1,2,5,4,0,Arteon,0,Arteon,4,7,4,6,1,5,5,4,6,#volkswagenarteon|#arteon|#varteon|#arteonarteon|#volkswagenarteonarteon|#varteonarteon,0.357749369
1,Volkswagen,0,6,2,2,2,1,Beetle Convertible (A5),6,Beetle,4,6,4,1,1,3,4,4,2,#volkswagenbeetle|#beetle|#vbeetle|#beetlebeetle|#volkswagenbeetlebeetle|#vbeetlebeetle,0.155208333
1,Volkswagen,0,7,1,5,3,1,Caddy Maxi (Typ 2K facelift 2010),0,Caddy,4,5,4,1,1,1,5,3,2,#volkswagencaddy|#caddy|#vcaddy|#caddycaddy|#volkswagencaddycaddy|#vcaddycaddy,0.336937831
1,Volkswagen,5,0,2,4,1,0,Bora III (facelift 2018),2,Bora,4,6,4,2,1,2,5,1,4,#volkswagenbora|#bora|#vbora|#borabora|#volkswagenborabora|#vborabora,0.4375
1,Volkswagen,6,1,1,5,2,2,Gol (G5) III (facelift 2013),0,Gol,4,5,2,4,1,1,5,1,1,#volkswagengol|#gol|#vgol|#golgol|#volkswagengolgol|#vgolgol,0
1,Volvo,4,0,4,4,2,0,S40 II (facelift 2008),2,S40,4,5,4,2,1,3,5,2,3,#volvos40|#s40|#vs40|#s40s40|#volvos40s40|#vs40s40,0.746296296
1,Volvo,5,3,3,3,3,1,C30 (facelift 2009),3,C30,5,6,4,1,1,3,5,5,3,#volvoc30|#c30|#vc30|#c30c30|#volvoc30c30|#vc30c30,0.41875
1,Volvo,3,10,2,5,3,0,V40 Cross Country,3,V40,5,6,4,1,1,4,5,3,3,#volvov40|#v40|#vv40|#v40v40|#volvov40v40|#vv40v40,0.456901515
1,Volvo,1,0,2,4,4,0,S60 II (facelift 2013),5,S60,6,6,4,6,1,5,5,6,5,#volvos60|#s60|#vs60|#s60s60|#volvos60s60|#vs60s60,0.493813131
1,Volvo,5,11,3,2,3,1,C70 Coupe Cabrio II,5,C70,5,6,4,1,1,3,4,5,3,#volvoc70|#c70|#vc70|#c70c70|#volvoc70c70|#vc70c70,0.416666667
1,Volvo,5,0,4,4,4,0,S80 II (facelift 2011),4,S80,6,6,4,3,1,4,5,4,6,#volvos80|#s80|#vs80|#s80s80|#volvos80s80|#vs80s80,0
1,Volvo,4,0,2,4,2,0,S90 (2016),3,S90,4,8,4,6,1,5,5,4,6,#volvos90|#s90|#vs90|#s90s90|#volvos90s90|#vs90s90,0.361969697
1,Volvo,4,2,3,5,4,0,V70 III,5,V70,6,6,4,1,1,4,5,4,5,#volvov70|#v70|#vv70|#v70v70|#volvov70v70|#vv70v70,0.117689394
1,Volvo,4,2,3,5,3,0,V50 II,3,V50,5,6,4,2,1,4,5,4,3,#volvov50|#v50|#vv50|#v50v50|#volvov50v50|#vv50v50,0.170833333
1,Volvo,4,10,2,5,3,0,V60 Cross Country II,5,V60,4,8,4,6,1,5,5,4,6,#volvov60|#v60|#vv60|#v60v60|#volvov60v60|#vv60v60,0.277386364
1,Subaru,6,5,3,5,1,2,XV II,3,XV,4,0,4,5,0,3,5,2,4,#subaruxv|#xv|#sxv|#xvxv|#subaruxvxv|#sxvxv,0
1,Suzuki,0,1,0,5,0,0,Kei (HN),0,Kei,3,5,4,0,1,0,5,0,0,#suzukikei|#kei|#skei|#keikei|#suzukikeikei|#skeikei,0
1,Tofas,3,1,3,5,2,0,Tipo,1,Tipo,4,5,4,5,1,3,5,2,2,#tofastipo|#tipo|#ttipo|#tipotipo|#tofastipotipo|#ttipotipo,0
1,Subaru,1,7,1,5,0,0,"Libero Bus (E10,E12)",0,Libero,3,5,2,2,1,0,6,0,0,#subarulibero|#libero|#slibero|#liberolibero|#subaruliberolibero|#sliberolibero,0.545833333
1,Subaru,3,0,6,4,4,0,Legacy VI (facelift 2017),4,Legacy,4,10,4,5,0,3,5,3,5,#subarulegacy|#legacy|#slegacy|#legacylegacy|#subarulegacylegacy|#slegacylegacy,0.271180556
1,Subaru,5,2,5,5,1,0,Impreza II Station Wagon,1,Impreza,4,5,4,0,0,3,5,1,2,#subaruimpreza|#impreza|#simpreza|#imprezaimpreza|#subaruimprezaimpreza|#simprezaimpreza,0.1625
1,Subaru,2,1,0,5,0,0,Justy IV,0,Justy,3,5,4,3,1,0,5,0,1,#subarujusty|#justy|#sjusty|#justyjusty|#subarujustyjusty|#sjustyjusty,0.35
0,Subaru,2,2,0,5,0,0,Stella,0,Stella,4,6,4,0,1,0,5,0,0,#subarustella|#stella|#sstella|#stellastella|#subarustellastella|#sstellastella,0.25
0,SsangYong,0,5,4,5,5,1,Actyon,6,Actyon,4,5,4,4,1,2,5,4,5,#ssangyongactyon|#actyon|#sactyon|#actyonactyon|#ssangyongactyonactyon|#sactyonactyon,0
0,SsangYong,0,8,4,5,5,1,Kyron,6,Kyron,4,5,4,4,1,2,5,4,5,#ssangyongkyron|#kyron|#skyron|#kyronkyron|#ssangyongkyronkyron|#skyronkyron,0
1,Spyker,4,3,3,2,3,0,C8 Aileron,3,C8,8,6,5,6,2,6,2,6,4,#spykerc8|#c8|#sc8|#c8c8|#spykerc8c8|#sc8c8,0
1,Subaru,6,10,6,5,3,0,Forester V,0,Forester,4,10,4,5,0,4,5,3,4,#subaruforester|#forester|#sforester|#foresterforester|#subaruforesterforester|#sforesterforester,0.302489177
1,Suzuki,1,8,4,5,5,0,Grand Escudo,3,Grand Escudo,6,4,4,0,2,3,7,3,2,#suzukigrandescudo|#grandescudo|#sgrandescudo|#grandescudogrand|#suzukigrandescudogrand|#sgrandescudogrand,0
1,Suzuki,1,8,0,3,0,0,Jimny (FJ),0,Jimny,4,4,4,0,1,0,4,0,0,#suzukijimny|#jimny|#sjimny|#jimnyjimny|#suzukijimnyjimny|#sjimnyjimny,0.25
1,Suzuki,0,8,4,3,3,1,"Grand Vitara (FT,GT)",1,Grand Vitara,4,5,2,4,1,1,4,2,0,#suzukigrandvitara|#grandvitara|#sgrandvitara|#grandvitaragrand|#suzukigrandvitaragrand|#sgrandvitaragrand,0.310505051
1,Suzuki,2,2,1,5,2,0,Liana Wagon II,1,Liana,4,5,4,2,1,1,5,1,1,#suzukiliana|#liana|#sliana|#lianaliana|#suzukilianaliana|#slianaliana,0
1,Suzuki,5,1,0,5,0,0,Hustler,0,Hustler,3,0,4,0,1,0,4,0,1,#suzukihustler|#hustler|#shustler|#hustlerhustler|#suzukihustlerhustler|#shustlerhustler,0.405681818
1,Suzuki,0,1,0,5,0,1,Swift II,1,Swift,4,5,4,2,1,0,5,2,1,#suzukiswift|#swift|#sswift|#swiftswift|#suzukiswiftswift|#sswiftswift,0.109090909
1,Suzuki,0,1,2,5,1,1,SX4 I (facelift 2010),2,SX4,4,6,2,6,1,2,5,3,1,#suzukisx4|#sx4|#ssx4|#sx4sx4|#suzukisx4sx4|#ssx4sx4,0.125
1,Suzuki,2,8,3,3,4,0,"Vitara (ET,TA)",3,Vitara,4,6,4,5,1,2,5,1,2,#suzukivitara|#vitara|#svitara|#vitaravitara|#suzukivitaravitara|#svitaravitara,0.4275
1,Suzuki,6,5,0,5,1,1,Vitara Brezza,1,Vitara Brezza,4,5,4,2,1,1,5,2,1,#suzukivitarabrezza|#vitarabrezza|#svitarabrezza|#vitarabrezzavitara|#suzukivitarabrezzavitara|#svitarabrezzavitara,0.478205128
1,Suzuki,3,7,0,5,0,0,Wagon R,0,Wagon R,3,5,4,0,1,0,5,0,0,#suzukiwagonr|#wagonr|#swagonr|#wagonrwagon|#suzukiwagonrwagon|#swagonrwagon,0.202272727
0,Suzuki,0,12,0,5,1,0,Escudo,2,Escudo,4,6,2,5,1,0,5,0,2,#suzukiescudo|#escudo|#sescudo|#escudoescudo|#suzukiescudoescudo|#sescudoescudo,1
0,TagAz,2,8,5,3,4,0,Tager,6,Tager,6,4,4,3,1,4,5,4,1,#tagaztager|#tager|#ttager|#tagertager|#tagaztagertager|#ttagertager,0
1,Suzuki,6,1,0,5,0,0,Baleno II,1,Baleno,4,0,4,0,1,1,5,0,2,#suzukibaleno|#baleno|#sbaleno|#balenobaleno|#suzukibalenobaleno|#sbalenobaleno,0.604166667
1,TagAz,0,8,3,5,4,1,Santa Fe Classic,5,Santa Fe Classic,4,5,4,6,1,1,5,3,3,#tagazsantafeclassic|#santafeclassic|#tsantafeclassic|#santafeclassicsanta|#tagazsantafeclassicsanta|#tsantafeclassicsanta,0
0,TagAz,3,0,4,5,4,0,Sonata,4,Sonata,6,5,4,0,2,3,5,3,4,#tagazsonata|#sonata|#tsonata|#sonatasonata|#tagazsonatasonata|#tsonatasonata,0.409532828
1,Suzuki,6,0,0,4,1,1,Ciaz (facelift 2018),0,Ciaz,4,5,4,2,1,1,5,2,3,#suzukiciaz|#ciaz|#sciaz|#ciazciaz|#suzukiciazciaz|#sciazciaz,0.27739899
1,Suzuki,4,0,0,4,0,0,Dzire III,0,Dzire,4,5,4,0,1,0,5,0,1,#suzukidzire|#dzire|#sdzire|#dziredzire|#suzukidziredzire|#sdziredzire,0.360416667
1,Tata,5,5,1,5,1,0,Nexon,1,Nexon,3,6,4,2,1,1,5,1,1,#tatanexon|#nexon|#tnexon|#nexonnexon|#tatanexonnexon|#tnexonnexon,0.175
0,Tata,3,1,0,5,0,2,Nano,0,Nano,2,4,2,0,1,0,4,0,0,#tatanano|#nano|#tnano|#nanonano|#tatananonano|#tnanonano,0.170238095
1,Tata,4,1,1,5,0,0,Tigor,1,Tigor,3,5,4,1,1,0,5,0,1,#tatatigor|#tigor|#ttigor|#tigortigor|#tatatigortigor|#ttigortigor,0.459882842
1,Tata,6,5,2,5,1,1,Harrier,4,Harrier,4,6,4,2,1,2,5,4,5,#tataharrier|#harrier|#tharrier|#harrierharrier|#tataharrierharrier|#tharrierharrier,0
0,Tatra,1,0,3,4,5,0,T613-4mi,5,T613,8,5,2,1,2,4,5,3,2,#tatrat613|#t613|#tt613|#t613t6134mi|#tatrat613t6134mi|#tt613t6134mi,0
0,Tofas,4,12,2,5,3,0,Marea,2,Marea,5,6,4,1,1,3,5,2,2,#tofasmarea|#marea|#tmarea|#mareamarea|#tofasmareamarea|#tmareamarea,0
1,Spectre,2,3,5,2,4,0,R45,1,R45,8,5,4,5,2,6,2,6,0,#spectrer45|#r45|#sr45|#r45r45|#spectrer45r45|#sr45r45,0
0,Saleen,4,3,3,2,5,0,S7 Twin Turbo,1,S7,8,6,2,1,2,1,2,2,4,#saleens7|#s7|#ss7|#s7s7|#saleens7s7|#ss7s7,0.457142857
1,Seat,5,1,3,5,2,0,Toledo  IV (NH),4,Toledo,4,6,4,3,1,1,5,2,3,#seattoledo|#toledo|#stoledo|#toledotoledo|#seattoledotoledo|#stoledotoledo,0.144751082
1,Saturn,3,8,6,5,6,0,VUE II,5,VUE,6,4,4,4,2,5,5,4,4,#saturnvue|#vue|#svue|#vuevue|#saturnvuevue|#svuevue,0
1,Smart,1,1,0,5,0,0,Forfour II,3,Forfour,3,5,4,0,1,1,4,1,1,#smartforfour|#forfour|#sforfour|#forfourforfour|#smartforfourforfour|#sforfourforfour,0.457440476
0,Smart,0,6,0,2,0,0,Roadster cabrio,0,Roadster,3,6,2,0,1,1,2,0,0,#smartroadster|#roadster|#sroadster|#roadsterroadster|#smartroadsterroadster|#sroadsterroadster,0.455078125
1,Rover,3,6,1,2,1,0,MGF (RD),1,MGF,4,5,4,5,1,3,2,2,0,#rovermgf|#mgf|#rmgf|#mgfmgf|#rovermgfmgf|#rmgfmgf,0.6
1,Rolls-Royce,4,0,5,4,4,0,Phantom VII,0,Phantom,12,6,4,3,2,1,5,2,2,#rollsroycephantom|#phantom|#rphantom|#phantomphantom|#rollsroycephantomphantom|#rphantomphantom,0.030808081
1,Rolls-Royce,0,0,3,4,4,0,Silver Spur,0,Silver Spur,8,4,2,1,2,6,5,2,2,#rollsroycesilverspur|#silverspur|#rsilverspur|#silverspursilver|#rollsroycesilverspursilver|#rsilverspursilver,0
1,Saab,1,0,4,4,5,0,09-May,4,09-May,6,4,4,3,2,4,5,4,4,#saab09may|#09may|#s09may|#09may09may|#saab09may09may|#s09may09may,0
1,Saab,3,0,5,4,4,0,9000,4,9000,4,4,4,5,1,3,5,2,4,#saab9000|#9000|#s9000|#90009000|#saab90009000|#s90009000,0
0,Saab,0,0,5,2,0,0,96,0,96,4,4,2,0,2,0,5,0,1,#saab96|#96|#s96|#9696|#saab9696|#s9696,0
0,Saab,0,1,5,2,2,0,99 Combi Coupe,1,99,4,6,2,1,1,3,5,3,1,#saab99|#99|#s99|#9999|#saab9999|#s9999,-0.042132568
1,RUF,1,3,3,2,4,0,CTR 3,2,CTR,6,6,4,1,0,1,2,2,3,#rufctr|#ctr|#rctr|#ctrctr|#rufctrctr|#rctrctr,0.090364583
1,Seat,1,0,0,4,1,0,Malaga (023A),0,Malaga,4,5,2,0,1,0,5,0,1,#seatmalaga|#malaga|#smalaga|#malagamalaga|#seatmalagamalaga|#smalagamalaga,-1
1,Seat,0,9,2,5,2,1,Altea XL (facelift 2009),6,Altea,4,6,4,1,1,2,5,4,2,#seataltea|#altea|#saltea|#alteaaltea|#seatalteaaltea|#salteaaltea,0.634090909
1,Seat,2,9,2,5,4,0,Alhambra II (facelift 2015),0,Alhambra,4,6,4,6,1,4,5,4,6,#seatalhambra|#alhambra|#salhambra|#alhambraalhambra|#seatalhambraalhambra|#salhambraalhambra,0
1,Saturn,3,8,6,5,6,0,Outlook,0,Outlook,6,6,4,4,2,5,5,4,2,#saturnoutlook|#outlook|#soutlook|#outlookoutlook|#saturnoutlookoutlook|#soutlookoutlook,-0.04875
1,Seat,0,5,1,5,0,1,Arona,5,Arona,4,6,4,1,1,1,5,3,2,#seatarona|#arona|#sarona|#aronaarona|#seataronaarona|#saronaarona,0
1,Seat,6,5,2,5,3,0,Ateca,6,Ateca,4,7,4,6,1,4,5,4,3,#seatateca|#ateca|#sateca|#atecaateca|#seatatecaateca|#satecaateca,0
1,Seat,3,0,2,4,4,0,Exeo,3,Exeo,4,6,4,6,1,4,5,3,3,#seatexeo|#exeo|#sexeo|#exeoexeo|#seatexeoexeo|#sexeoexeo,0
0,Seat,3,5,0,5,3,0,Tarraco,0,Tarraco,4,6,4,4,1,3,5,3,5,#seattarraco|#tarraco|#starraco|#tarracotarraco|#seattarracotarraco|#starracotarraco,0
1,Seat,3,1,0,5,0,0,Ibiza V,4,Ibiza,3,7,4,1,1,1,5,2,2,#seatibiza|#ibiza|#sibiza|#ibizaibiza|#seatibizaibiza|#sibizaibiza,0.482666667
1,Seat,0,2,2,5,1,1,Leon III ST (facelift 2016),6,Leon,4,6,4,1,1,1,5,3,3,#seatleon|#leon|#sleon|#leonleon|#seatleonleon|#sleonleon,-0.016666667
1,Saab,1,0,4,4,3,0,9-3 Sedan II (E),3,09-Mar,4,5,4,4,1,4,5,3,4,#saab09mar|#09mar|#s09mar|#09mar93|#saab09mar93|#s09mar93,0.1
1,Skoda,0,2,1,5,2,1,Superb III Combi,3,Superb,4,7,4,1,1,2,5,3,6,#skodasuperb|#superb|#ssuperb|#superbsuperb|#skodasuperbsuperb|#ssuperbsuperb,0.618650794
1,Skoda,6,5,3,5,3,1,Yeti,3,Yeti,4,6,4,3,1,1,5,3,2,#skodayeti|#yeti|#syeti|#yetiyeti|#skodayetiyeti|#syetiyeti,0.346875
1,Sin Cars,4,3,3,2,4,0,R1,2,R1,8,6,4,1,2,1,2,2,5,#sincarsr1|#r1|#sr1|#r1r1|#sincarsr1r1|#sr1r1,0
1,Scion,2,7,5,5,2,0,xB II,3,xB,4,5,4,1,1,3,5,1,2,#scionxb|#xb|#sxb|#xbxb|#scionxbxb|#sxbxb,0.218181818
0,Renault,1,4,1,3,2,0,Rapid,1,Rapid,4,5,2,0,1,0,2,0,2,#renaultrapid|#rapid|#rrapid|#rapidrapid|#renaultrapidrapid|#rrapidrapid,0.4625
1,Renault,5,1,1,5,0,1,Pulse,0,Pulse,4,5,2,1,1,0,5,1,1,#renaultpulse|#pulse|#rpulse|#pulsepulse|#renaultpulsepulse|#rpulsepulse,0.063541667
1,Renault,6,7,2,5,2,1,Grand Scenic IV,5,Scenic,4,6,4,2,1,2,5,3,5,#renaultscenic|#scenic|#rscenic|#scenicgrand|#renaultscenicgrand|#rscenicgrand,0.075
1,Renault,0,0,1,4,2,1,Talisman,6,Talisman,4,6,4,1,1,2,5,4,5,#renaulttalisman|#talisman|#rtalisman|#talismantalisman|#renaulttalismantalisman|#rtalismantalisman,0.45
1,Renault,6,7,5,4,4,1,Trafic II (Phase II),6,Trafic,4,6,4,5,1,1,8,3,2,#renaulttrafic|#trafic|#rtrafic|#trafictrafic|#renaulttrafictrafic|#rtrafictrafic,0
1,Renault,5,1,0,5,0,0,Twingo III (facelift 2019),0,Twingo,3,5,4,3,1,0,4,0,1,#renaulttwingo|#twingo|#rtwingo|#twingotwingo|#renaulttwingotwingo|#rtwingotwingo,0.212857143
0,Renault,1,11,4,5,6,0,Espace II (J63),2,Espace,4,5,2,5,1,1,7,1,2,#renaultespace|#espace|#respace|#espaceespace|#renaultespaceespace|#respaceespace,0
1,Renault,2,0,1,4,3,0,Fluence facelift 2012,2,Fluence,4,5,4,1,1,1,5,1,4,#renaultfluence|#fluence|#rfluence|#fluencefluence|#renaultfluencefluence|#rfluencefluence,0.205555556
1,Renault,5,10,1,5,2,1,Kadjar,6,Kadjar,4,6,4,1,1,2,5,4,3,#renaultkadjar|#kadjar|#rkadjar|#kadjarkadjar|#renaultkadjarkadjar|#rkadjarkadjar,0.333522727
1,Renault,0,3,3,2,4,0,Laguna Coupe (Phase II),6,Laguna,4,6,4,6,1,4,4,3,4,#renaultlaguna|#laguna|#rlaguna|#lagunalaguna|#renaultlagunalaguna|#rlagunalaguna,0.533333333
1,Renault,5,0,1,4,1,0,Megane IV Sedan,5,Megane,4,0,4,3,1,1,5,1,4,#renaultmegane|#megane|#rmegane|#meganemegane|#renaultmeganemegane|#rmeganemegane,0.136363636
1,Renault,2,1,3,5,2,0,19 II (B/C53),0,19,4,5,2,3,1,1,5,1,2,#renault19|#19|#r19|#1919|#renault1919|#r1919,0.190530303
1,Smart,1,6,0,2,0,0,Crossblade,0,Crossblade,3,6,2,0,1,0,2,0,0,#smartcrossblade|#crossblade|#scrossblade|#crossbladecrossblade|#smartcrossbladecrossblade|#scrossbladecrossblade,0.210714286
1,Skoda,2,1,1,5,0,0,Felicia I (791),0,Felicia,4,5,2,0,1,0,5,0,1,#skodafelicia|#felicia|#sfelicia|#feliciafelicia|#skodafeliciafelicia|#sfeliciafelicia,0.575
1,Skoda,0,1,1,5,2,1,Octavia II (facelift 2009),3,Octavia,4,6,2,1,1,1,5,3,2,#skodaoctavia|#octavia|#soctavia|#octaviaoctavia|#skodaoctaviaoctavia|#soctaviaoctavia,0.208333333
0,Skoda,1,0,0,4,0,0,"105,120 (744)",2,"1,05,120",4,5,2,0,1,0,5,1,0,#skoda105120|#105120|#s105120|#105120105120|#skoda105120105120|#s105120105120,0.5
1,Skoda,5,5,3,5,2,0,Kamiq,2,Kamiq,4,6,4,3,1,1,5,1,3,#skodakamiq|#kamiq|#skamiq|#kamiqkamiq|#skodakamiqkamiq|#skamiqkamiq,0.417045455
1,Skoda,5,0,3,4,2,0,Rapid Sedan (China),1,Rapid,4,6,4,3,1,1,5,1,3,#skodarapid|#rapid|#srapid|#rapidrapid|#skodarapidrapid|#srapidrapid,0.4625
1,Puma,0,3,3,2,4,0,AMV,0,AMV,6,5,2,5,1,2,2,3,1,#pumaamv|#amv|#pamv|#amvamv|#pumaamvamv|#pamvamv,0.5
1,Qoros,5,5,3,5,2,0,5 SUV,4,5,4,6,4,3,1,3,5,2,4,#qoros5|#5|#q5|#55|#qoros55|#q55,0.333333333
0,Paykan,0,0,3,4,1,0,Paykan Saloon,0,Paykan Saloon,4,4,2,1,1,0,5,1,1,#paykanpaykansaloon|#paykansaloon|#ppaykansaloon|#paykansaloonpaykan|#paykanpaykansaloonpaykan|#ppaykansaloonpaykan,0
0,Praga,6,3,3,2,3,0,R1,0,R1,4,6,4,6,1,4,5,3,2,#pragar1|#r1|#pr1|#r1r1|#pragar1r1|#pr1r1,0.166666667
1,Premier,0,0,0,4,0,0,118,0,118,4,4,2,0,1,0,4,0,1,#premier118|#118|#p118|#118118|#premier118118|#p118118,0.25
1,Ravon,3,0,2,4,1,0,R4,2,R4,4,6,4,2,1,1,5,1,3,#ravonr4|#r4|#rr4|#r4r4|#ravonr4r4|#rr4r4,0.275
1,Panoz,1,3,3,2,6,0,Abruzzi Prototype,2,Abruzzi,8,6,2,6,2,1,2,2,6,#panozabruzzi|#abruzzi|#pabruzzi|#abruzziabruzzi|#panozabruzziabruzzi|#pabruzziabruzzi,0.106628788
1,Peugeot,3,1,0,5,1,0,207,1,207,4,5,4,1,1,1,5,0,2,#peugeot207|#207|#p207|#207207|#peugeot207207|#p207207,0
1,Peugeot,6,10,3,5,2,1,3008 II,6,3008,4,6,4,5,1,3,5,5,4,#peugeot3008|#3008|#p3008|#30083008|#peugeot30083008|#p30083008,0.295517677
1,Peugeot,5,0,2,4,1,0,301,1,301,4,5,4,2,1,1,5,1,3,#peugeot301|#301|#p301|#301301|#peugeot301301|#p301301,0.25
1,Peugeot,6,2,2,5,2,1,308 SW II (facelift 2017),6,308,4,6,4,2,1,2,5,3,5,#peugeot308|#308|#p308|#308308|#peugeot308308|#p308308,0.35
1,Peugeot,5,8,3,5,3,0,4007,5,4007,4,6,4,3,1,3,5,3,4,#peugeot4007|#4007|#p4007|#40074007|#peugeot40074007|#p40074007,0.25
1,Peugeot,1,0,2,4,2,0,408 II,3,408,4,6,4,2,1,3,5,3,5,#peugeot408|#408|#p408|#408408|#peugeot408408|#p408408,-0.3875
1,Peugeot,6,2,3,5,2,1,508 II SW,0,508,4,8,4,3,1,4,5,5,5,#peugeot508|#508|#p508|#508508|#peugeot508508|#p508508,0
0,Polaris,3,12,4,5,0,0,Slingshot,0,Slingshot,4,5,4,1,1,3,2,2,4,#polarisslingshot|#slingshot|#pslingshot|#slingshotslingshot|#polarisslingshotslingshot|#pslingshotslingshot,0.108433048
1,Porsche,4,3,3,2,4,0,Cayman (987c),2,Cayman,6,6,4,3,0,5,2,4,1,#porschecayman|#cayman|#pcayman|#caymancayman|#porschecaymancayman|#pcaymancayman,0.298095238
1,Porsche,6,5,2,5,4,0,Macan (facelift 2018),5,Macan,4,7,4,6,1,5,5,5,5,#porschemacan|#macan|#pmacan|#macanmacan|#porschemacanmacan|#pmacanmacan,0.090551948
1,Porsche,5,3,6,4,4,0,Panamera (G1),6,Panamera,8,7,4,5,2,1,4,2,6,#porschepanamera|#panamera|#ppanamera|#panamerapanamera|#porschepanamerapanamera|#ppanamerapanamera,0.277666667
1,Plymouth,2,6,3,2,1,0,Prowler,2,Prowler,6,4,4,1,2,5,2,4,6,#plymouthprowler|#prowler|#pprowler|#prowlerprowler|#plymouthprowlerprowler|#pprowlerprowler,0.472106481
0,Pontiac,0,0,5,4,5,0,Grand AM (H),4,Grand AM,6,3,2,3,2,2,5,3,3,#pontiacgrandam|#grandam|#pgrandam|#grandamgrand|#pontiacgrandamgrand|#pgrandamgrand,0.5
1,Porsche,2,3,3,2,4,0,911 RSR (991),1,911,6,6,4,2,0,1,2,2,2,#porsche911|#911|#p911|#911911|#porsche911911|#p911911,-0.195
1,Porsche,5,3,3,2,4,0,Boxster (987),2,Boxster,6,6,4,1,0,5,2,4,1,#porscheboxster|#boxster|#pboxster|#boxsterboxster|#porscheboxsterboxster|#pboxsterboxster,0.02640843
1,Porsche,6,6,3,2,4,0,Carrera GT,2,Carrera GT,10,6,4,1,2,1,2,2,5,#porschecarreragt|#carreragt|#pcarreragt|#carreragtcarrera|#porschecarreragtcarrera|#pcarreragtcarrera,0.511111111
1,Proton,5,5,3,5,3,0,X70,4,X70,4,6,4,3,1,4,5,3,4,#protonx70|#x70|#px70|#x70x70|#protonx70x70|#px70x70,-0.14
